Battery Name,Battery Status,Battery %,Battery Time,Full Capacity,Design Capacity,Voltage,DeviceID
ASUS Battery,Charging,98%,Unknown,30241 mWh,42067 mWh,11.85 V, ASUSTeKASUS Battery
